minutely,show_id,rating,director,duration,weighted_average_vote,total_votes,description,type,release_year,imdb_title_id,month_added,original_title,country,date_added,listed_in,title,season_duration,minute_duration,cast,year_added,seasonly
1,s594,TV-MA,Samit Kakkad,90 min,4.9,492,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer.",Movie,2018,tt6531196,December,Ascharyachakit!,India,2018-12-19 00:00:00,"Dramas, Independent Movies, International Movies",Ascharyachakit!,0,90,"Priyanka Bose, Vaibhav Raj Gupta, Santosh Juvekar, Anangsha Biswas, Ankit Raaj, Kashmira Irani, Kailash Waghmare, Vipin Sharma",2018,0
1,s595,TV-14,Rana Ranbir,123 min,7.4,166,"When a dispute breaks out between five siblings over their mother’s property, one devoted son will go to any lengths to protect her land.",Movie,2018,tt8634328,November,Asees,India,2018-11-01 00:00:00,"Dramas, International Movies, Music & Musicals",Asees,0,123,"Rana Ranbir, Neha Pawar, Kuljinder Sidhu, Rupinder Roopi, Sardar Sohi, Pardeep Sran, Seema Kaushal, Rajvir Boparai",2018,0
1,s600,R,Santosh Sivan,168 min,6.5,13047,This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism.,Movie,2001,tt0249371,March,Asoka,India,2017-03-15 00:00:00,"Action & Adventure, Dramas, International Movies",Asoka,0,168,"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Rahul Dev, Hrishitaa Bhatt, Gerson Da Cunha, Subhashini Ali, Umesh Mehra, Sooraj Balaji",2017,0
1,s603,TV-MA,John Murlowski,94 min,5.3,4009,A group of friends making a web series about their hometown realize it isn’t as boring as they thought when their neighbors start behaving strangely.,Movie,2019,tt5238904,October,Assimilate,United States,2019-10-25 00:00:00,"Horror Movies, Sci-Fi & Fantasy, Thrillers",Assimilate,0,94,"Joel Courtney, Calum Worthy, Andi Matichak, Katherine McNamara, Cam Gigandet, Mason McNulty, Terry Dale Parks, Vito Viscuso, Jennifer Pierce Mathus, Kevin Remington",2019,0
1,s606,TV-14,A. Raajdheep,117 min,3.1,197,"For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist.",Movie,2020,tt8011344,June,Asura Guru,India,2020-06-13 00:00:00,"Dramas, International Movies",Asura Guru,0,117,"Vikram Prabhu, Subbaraju, Mahima Nambiar, Yogi Babu, Jagan",2020,0
1,s623,TV-MA,Cristi Puiu,186 min,8.1,46069,"42-year-old Viorel, a distraught engineer, takes drastic measures to end his emotional suffering after enduring a devastating divorce.",Movie,2010,tt0018455,March,Sunrise: A Song of Two Humans,"Romania, France, Switzerland, Germany",2020-03-04 00:00:00,"Dramas, International Movies",Aurora,0,186,"Cristi Puiu, Clara Voda, Catrinel Dumitrescu, Luminita Gheorghiu, Valentin Popescu, Gheorghe Ifrim, Ileana Puiu, Valeria Seciu, Gelu Colceag",2020,0
1,s626,PG-13,Jay Roach,94 min,6.2,192760,"The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember.",Movie,2002,tt0295178,December,Austin Powers in Goldmember,United States,2019-12-01 00:00:00,"Action & Adventure, Comedies",Austin Powers in Goldmember,0,94,"Mike Myers, Beyoncé Knowles-Carter, Seth Green, Michael York, Robert Wagner, Mindy Sterling, Verne Troyer, Michael Caine, Fred Savage",2019,0
1,s629,TV-MA,Rohit Mittal,97 min,5.9,330,A production crew that thinks it's making a documentary about a humble Mumbai rickshaw driver unmasks a horrifying truth about their film's subject.,Movie,2016,tt5513098,January,Autohead,India,2017-01-01 00:00:00,"Dramas, International Movies, Thrillers",Autohead,0,97,"Deepak Sampat, Ronjini Chakroborty, Vikrant Singh, Jhanvi Dwivedi, Ajay Mishra, Rohit Mittal, Sunny Banerjee, Ravidev Singh",2017,0
1,s630,R,Gabe Ibáñez,110 min,6.1,53583,"In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy.",Movie,2014,tt1971325,September,Autómata,"Bulgaria, United States, Spain, Canada",2017-09-08 00:00:00,"International Movies, Sci-Fi & Fantasy, Thrillers",Automata,0,110,"Antonio Banderas, Dylan McDermott, Melanie Griffith, Birgitte Hjort Sørensen, Robert Forster, Christa Campbell, Tim McInnerny, Andy Nyman, David Ryall",2017,0
1,s632,R,Tate Taylor,97 min,5.3,7195,An elite assassin wrestling with doubts about her work scrambles to protect herself — and her estranged family — after a hit goes dangerously wrong.,Movie,2020,tt8784956,December,Ava,United States,2020-12-07 00:00:00,"Action & Adventure, Dramas",Ava,0,97,"Jessica Chastain, Colin Farrell, John Malkovich, Common, Geena Davis, Jess Weixler, Diana Silvers, Joan Chen, Ioan Gruffudd",2020,0
1,s634,TV-PG,Ertanto Robby Soediskam,73 min,7.4,226,A devoted nun who cares for her elder sisters must choose between upholding her vows or pursuing her forbidden feelings for a fascinating pastor.,Movie,2018,tt9307666,September,Ave Maryam,Indonesia,2020-09-03 00:00:00,"Dramas, International Movies, Romantic Movies",Ave Maryam,0,73,"Maudy Koesnaedi, Chicco Jerikho, Tutie Kirana, Olga Lydia, Joko Anwar, Nathania Angela Widjaja, Sendy Febrina, Suhartini, Atie Krisnawati, Ratnawati Sutandar, Ninik Winarni Utomo",2020,0
1,s636,PG-13,"Anthony Russo, Joe Russo",150 min,8.4,796486,Superheroes amass to stop intergalactic sociopath Thanos from acquiring a full set of Infinity Stones and wiping out half of all life in the universe.,Movie,2018,tt4154756,December,Avengers: Infinity War,United States,2018-12-25 00:00:00,"Action & Adventure, Sci-Fi & Fantasy",Avengers: Infinity War,0,150,"Robert Downey Jr., Josh Brolin, Mark Ruffalo, Tom Hiddleston, Chris Evans, Chris Hemsworth, Jeremy Renner, Chris Pratt, Elizabeth Olsen, Sebastian Stan, Benedict Cumberbatch, Paul Bettany, Cobie Smulders, Benedict Wong, Zoe Saldana, Karen Gillan, Vin Diesel, Dave Bautista, Bradley Cooper, Pom Klementieff, Scarlett Johansson, Benicio Del Toro, Anthony Mackie, Chadwick Boseman, Danai Gurira, Paul Rudd, Don Cheadle, Tom Holland",2018,0
1,s638,TV-MA,Johnny Kevorkian,91 min,4.8,6858,"A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV.",Movie,2018,tt4971408,February,Await Further Instructions,United Kingdom,2019-02-02 00:00:00,"Horror Movies, Sci-Fi & Fantasy",Await Further Instructions,0,91,"Sam Gittins, Grant Masters, Neerja Naik, Abigail Cruttenden, Kris Saddler, Holly Weston, David Bradley",2019,0
1,s644,TV-MA,Nicholas Kharkongor,101 min,7.0,1624,"In Delhi, friends from Northeast India prepare a pungent delicacy for a wedding party, sparking conflict and comedy with their unaccustomed neighbors.",Movie,2020,tt8747548,June,Axone,India,2020-06-12 00:00:00,"Comedies, Dramas, Independent Movies",Axone,0,101,"Sayani Gupta, Lin Laishram, Tenzing Dalha, Dolly Ahluwalia, Vinay Pathak, Lanuakam Ao, Rohan Joshi, Adil Hussain, Asenla Jamir",2020,0
1,s648,TV-14,Anthony D'Souza,129 min,5.8,5106,"This biopic traces the tumultuous life and career of top cricket player Mohammad Azharuddin, who led India's national team in the 1990s.",Movie,2016,tt4906984,April,Azhar,India,2019-04-12 00:00:00,"Dramas, International Movies, Sports Movies",Azhar,0,129,"Emraan Hashmi, Prachi Desai, Nargis Fakhri, Lara Dutta, Kunaal Roy Kapur, Gautam Gulati, Anikie Maguire, Kulbhushan Kharbanda, Rajesh Sharma, Shernaz Patel, Veerendra Saxena",2019,0
1,s653,TV-14,Ajay Bahl,99 min,6.4,3486,"Orphaned and at loose ends, young Mukesh falls into the seductive orbit of married Sarika, who leads him ever deeper into a world of sex and betrayal.",Movie,2013,tt2408040,June,B.A. Pass,India,2018-06-07 00:00:00,"Dramas, Independent Movies, International Movies",B.A. Pass,0,99,"Shadab Kamal, Shilpa Shukla, Rajesh Sharma, Dibyendu Bhattacharya, Vijay Kaushik, Anula Navlekar, Happy Ranjit, Raveena Singh, Padam Mishra",2018,0
1,s654,TV-14,Shadab Khan,126 min,2.1,316,"A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love.",Movie,2017,tt8581230,June,B.A. Pass 2,India,2018-06-01 00:00:00,"Dramas, International Movies",B.A. Pass 2,0,126,"Kritika Sachdeva, Sasho, Sanghmitra Hitaishi, Indraneil Sengupta, Saurabh Dubey, Shubhangi Latkar, Sukhbir Kaur Lamba, Arav Chowdharry",2018,0
1,s655,TV-14,Milan Luthria,135 min,4.9,4197,"In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures.",Movie,2017,tt4906960,October,Baadshaho,India,2017-10-16 00:00:00,"Action & Adventure, International Movies",Baadshaho,0,135,"Ajay Devgn, Emraan Hashmi, Vidyut Jamwal, Ileana D'Cruz, Esha Gupta, Sanjay Mishra, Sunny Leone, Sharad Kelkar, Priyanshu Chatterjee, Denzil Smith",2017,0
1,s656,TV-14,Sabir Khan,127 min,4.4,188,A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.,Movie,2016,tt0326745,August,Baaghi,India,2018-08-04 00:00:00,"Action & Adventure, International Movies",Baaghi,0,127,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu, Paras Arora, Sunil Grover, Sourav Chakraborty, Shaurya Bhardawaj",2018,0
1,s664,TV-MA,Gauravv K Chawla,136 min,6.6,4432,"A wide-eyed graduate learns the ugly side of ambition when he joins in the dubious business practices of his idol, a ruthless Mumbai stock tycoon.",Movie,2018,tt6514196,January,Baazaar,India,2019-01-13 00:00:00,"Dramas, International Movies",Baazaar,0,136,"Saif Ali Khan, Chitrangada Singh, Radhika Apte, Rohan Vinod Mehra, Manish Chaudhary, Denzil Smith, Pawan Chopra, Deepak Gheewala, Utkarsh Mazumdar, Danish Hussain",2019,0
1,s667,R,Alejandro G. Iñárritu,143 min,7.4,285300,"When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries.",Movie,2006,tt0449467,January,Babel,"France, United States, Mexico",2019-01-01 00:00:00,"Dramas, Independent Movies",Babel,0,143,"Brad Pitt, Cate Blanchett, Gael García Bernal, Koji Yakusho, Adriana Barraza, Rinko Kikuchi, Said Tarchani, Boubker Ait El Caid, Elle Fanning, Nathan Gamble, Mohamed Akhzam",2019,0
1,s676,TV-Y,Louise Alston,86 min,5.1,413,An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.,Movie,2019,tt8211214,December,Back of the Net,Australia,2019-12-21 00:00:00,"Children & Family Movies, Sports Movies",Back of the Net,0,86,"Sofia Wylie, Tiarnie Coupland, Trae Robin, Gemma Chua-Tran, Ashleigh Ross, Yasmin Honeychurch, Raj Labade, Christopher Kirby, Melissa Bonne, Kate Box",2019,0
1,s682,NR,Adam MacDonald,92 min,6.0,18175,A weekend hike for urbanites Alex and Jenn takes a dangerous turn when they become lost deep in the remote territory of a menacing bear.,Movie,2014,tt2944198,March,Backcountry,Canada,2017-03-30 00:00:00,"Horror Movies, Independent Movies, Thrillers",Backcountry,0,92,"Missy Peregrym, Jeff Roop, Eric Balfour, Nicholas Campbell",2017,0
1,s684,TV-MA,Dave Patten,97 min,3.4,350,"When two would-be robbers accidentally kill a made man, they find themselves on the run from the South Philly Italian mob.",Movie,2019,tt6238084,April,Backfire,United States,2019-04-05 00:00:00,"Dramas, Independent Movies, Thrillers",Backfire,0,97,"Black Deniro, Byron ""Squally"" Vinson, Dominic Costa, Nick Ferraro, Peter Ferriero, Jowharah Jones",2019,0
1,s685,R,Michael Petroni,90 min,5.9,11432,"Haunted by visions of the dead, psychologist Peter returns home to confront a long-ago trauma. But will the trip exorcise or embolden the ghosts?",Movie,2015,tt2784936,December,Backtrack,"Australia, United Kingdom, United Arab Emirates, Canada",2018-12-25 00:00:00,"Dramas, Thrillers",Backtrack,0,90,"Adrien Brody, Sam Neill, Robin McLeavy, Bruce Spence, Jenni Baird, Chloe Bayliss, Anna Lise Phillips, George Shevtsov",2018,0
1,s688,R,Michael Bay,119 min,6.9,235440,"In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin.",Movie,1995,tt0112442,October,Bad Boys,United States,2019-10-01 00:00:00,"Action & Adventure, Comedies",Bad Boys,0,119,"Will Smith, Martin Lawrence, Téa Leoni, Tchéky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso",2019,0
1,s689,R,Michael Bay,147 min,6.6,227621,"In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy.",Movie,2003,tt0172156,October,Bad Boys II,United States,2019-10-01 00:00:00,"Action & Adventure, Comedies",Bad Boys II,0,147,"Will Smith, Martin Lawrence, Jordi Mollà, Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez",2019,0
1,s690,TV-MA,Chris Baugh,99 min,6.5,5480,"A mild-mannered, middle-aged Irish farmer devoted to his mother embarks on a violent quest for revenge when she's murdered in a home invasion.",Movie,2017,tt5653514,January,Bad Day for the Cut,United Kingdom,2018-01-18 00:00:00,"Independent Movies, International Movies, Thrillers",Bad Day for the Cut,0,99,"Nigel O'Neill, Susan Lynch, Józef Pawlowski, Stuart Graham, David Pearse, Brian Milligan, Anna Prochniak, Stella McCusker, Ian McElhinney, Lalor Roddy",2018,0
1,s696,TV-MA,David Chirchirillo,83 min,5.5,3593,A player who uses the internet to facilitate his womanizing ways is tormented when he spurns a persistent woman who won't take no for an answer.,Movie,2017,tt5990066,March,Bad Match,"Singapore, United States",2018-03-11 00:00:00,Thrillers,Bad Match,0,83,"Jack Cutmore-Scott, Lili Simmons, Brandon Scott, Chase Williamson, Noureen DeWulf, Seth Morris, Christine Donlon, Trent Haaga, Kahyun Kim, Cynthia Rose Hall, Zedrick Restauro, Eric Podnar",2018,0
1,s698,TV-MA,Kheiron,105 min,3.1,136,"Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students.",Movie,2018,tt2086806,December,Bad Seeds,"France, Belgium",2018-12-21 00:00:00,"Comedies, Dramas, International Movies",Bad Seeds,0,105,"Kheiron, Catherine Deneuve, André Dussollier, Louison Blivet, Adil Dehbi, Hakou Benosmane, Youssouff Wague, Mahia Zrouki, Joseph Jovanovic",2018,0
1,s701,TV-14,Sujoy Ghosh,117 min,7.8,20874,"When a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes.",Movie,2019,tt8130968,August,Badla,India,2019-08-07 00:00:00,"International Movies, Thrillers",Badla,0,117,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Tony Luke, Manav Kaul",2019,0
1,s702,TV-14,Justin Lee,117 min,5.5,1693,A detective with a license to kill roams the Old West to wrangle Confederate war criminals and meets a pioneer woman who throws his journey off track.,Movie,2019,tt10253466,March,Badland,United States,2020-03-26 00:00:00,Dramas,Badland,0,117,"Kevin Makely, Bruce Dern, Mira Sorvino, Trace Adkins, Wes Studi, Tony Todd, Jeff Fahey, James Russo, Amanda Wyss",2020,0
1,s709,G,Simon Wells,78 min,7.1,38920,"Balto, who is half wolf and half dog, endures the taunts of disapproving humans as he guides a precious cargo of medicine through the Alaskan winter.",Movie,1995,tt0112453,April,Balto,United States,2018-04-01 00:00:00,"Children & Family Movies, Dramas",Balto,0,78,"Kevin Bacon, Bob Hoskins, Bridget Fonda, Jim Cummings, Phil Collins, Jack Angel, Danny Mann, Robbie Rist",2018,0
1,s712,TV-MA,Haissam Hussain,149 min,6.3,554,"Determined to stop his ex-girlfriend from marrying, a young man crashes the wrong wedding and meets a bride looking to run away.",Movie,2017,tt5370442,March,Balu Mahi,Pakistan,2018-03-01 00:00:00,"International Movies, Romantic Movies",Balu Mahi,0,149,"Osman Khalid Butt, Ainy Jaffri, Sadaf Kanwal, Khurram Patras, Ali Sheikh, Zeeshan Ali, Durdana Butt, Shafqat Cheema, Adeel Hashmi, Javed Sheikh",2018,0
1,s715,TV-MA,Ben Kasulke,84 min,6.2,1719,"Despite leaving for college, a heartsick teen tries to build a new friendship with a kindred spirit even though she's dating her ex-boyfriend.",Movie,2020,tt7755856,July,Banana Split,United States,2020-07-26 00:00:00,"Comedies, Dramas, Independent Movies",Banana Split,0,84,"Hannah Marks, Liana Liberato, Dylan Sprouse, Luke Spencer Roberts, Jessica Hecht, Addison Riecke, Meagan Kimberly Smith, Haley Ramm",2020,0
1,s716,R,Zoe Lister-Jones,94 min,6.6,5095,"A young married couple tries to save their disintegrating relationship by turning their fights into songs, with the help of an oddball neighbor.",Movie,2017,tt5816374,April,Band Aid,United States,2019-04-12 00:00:00,"Comedies, Dramas, Independent Movies",Band Aid,0,94,"Zoe Lister-Jones, Adam Pally, Fred Armisen, Susie Essman, Retta, Hannah Simone, Brooklyn Decker, Angelique Cabral, Colin Hanks, Ravi V. Patel, Jamie Chung, Erinn Hayes, Gillian Zinser, Jesse Williams",2019,0
1,s717,NR,"Aaron Nee, Adam Nee",95 min,6.0,3970,"Recast as modern-day men, Tom Sawyer and Huck Finn draft their misfit cronies to help find the buried treasure the two have sought since boyhood.",Movie,2015,tt4048668,April,Band of Robbers,United States,2016-04-15 00:00:00,"Action & Adventure, Comedies, Independent Movies",Band of Robbers,0,95,"Kyle Gallner, Adam Nee, Matthew Gray Gubler, Melissa Benoist, Hannibal Buress, Eric Christian Olsen, Stephen Lang, Daniel Edward Mora, Johnny Pemberton, Cooper Huckabee, Lee Garlington, Beth Grant, Creed Bratton",2016,0
1,s719,TV-MA,Tanit Jitnukul,122 min,5.5,205,A small but fierce group of resistance fighters engages in a brutal battle to protect their village from an army of Burmese invaders.,Movie,2010,tt1814644,July,Bang Rajan 2,Thailand,2018-07-25 00:00:00,"Action & Adventure, International Movies",Bang Rajan 2,0,122,"Puri Hiranyapluek, Paradorn Srichaphan, Chatchai Plengpanich",2018,0
1,s720,TV-14,Karan Anshuman,134 min,4.6,1086,"Sent on the same deadly international mission by their rival religious factions, two men's madcap antics along the way take them hilariously off course.",Movie,2015,tt3422462,December,Bangistan,India,2019-12-15 00:00:00,"Comedies, Dramas, International Movies",Bangistan,0,134,"Riteish Deshmukh, Pulkit Samrat, Kumud Mishra, Chandan Roy Sanyal, Arya Babbar, Shivkumar Subramaniam, Tom Alter, Jacqueline Fernandez",2019,0
1,s730,TV-14,Raja Menon,95 min,6.8,1069,"After futile attempts to better their lives with honest work, three broke friends opt for a more dubious means of making money: kidnapping for ransom.",Movie,2009,tt1202517,December,Barah Aana,India,2019-12-31 00:00:00,"Dramas, International Movies",Barah Aana,0,95,"Naseeruddin Shah, Arjun Mathur, Vijay Raaz, Tannishtha Chatterjee, Violante Placido, Benjamin Gilani",2019,0
1,s733,TV-MA,Matthew Salleh,101 min,6.1,2500,"A blend of cultural nuance and mesmerizing techniques adds flavor to this globe-hopping celebration of cooking, tradition and community.",Movie,2017,tt3202120,August,Barbecue,"Australia, Armenia, Japan, Jordan, Mexico, Mongolia, New Zealand, Philippines, South Africa, Sweden, United States, Uruguay",2017-08-15 00:00:00,"Documentaries, International Movies",Barbecue,0,101,"Lambert Wilson, Franck Dubosc, Florence Foresti, Guillaume de Tonquédec, Lionel Abelanski, Jérôme Commandeur, Sophie Duez, Lysiane Meis, Valérie Crouzet, Lucas Lavaine, Corentin Lavaine, Stéphane De Groodt, Philippe Laudenbach, Julie Engelbrecht, Marc Fayet",2017,0
1,s740,TV-Y,Karen J. Lloyd,83 min,6.0,658,"When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences.",Movie,2015,tt4955162,October,Barbie in Rock 'N Royals,United States,2017-10-01 00:00:00,Children & Family Movies,Barbie in Rock 'N Royals,0,83,"Kelly Sheridan, Chiara Zanni, Bethany Brown, Devyn Dalton, Michael Dobson, Brynna Drummond, Rachel Harrison, Alessandro Juliani, Peter Kelamis, Omari Newton, Ingrid Nilson, Nicole Oliver, Shaun Smyth, Kira Tozer",2017,0
1,s750,TV-14,Olivia M. Lamasan,132 min,6.8,624,"While pursuing a degree in Spain, an architecture student struggling with grief meets a fellow expatriate trying to flee a difficult family life.",Movie,2016,tt5755912,March,Barcelona: A Love Untold,Philippines,2019-03-14 00:00:00,"Dramas, International Movies, Romantic Movies",Barcelona: A Love Untold,0,132,"Kathryn Bernardo, Daniel Padilla, Joshua Garcia, Aiko Melendez, Joey Marquez, Ricky Davao, Maria Isabel Lopez, Ana Capri, Cris Villanueva",2019,0
1,s752,TV-14,Ashwiny Iyer Tiwari,110 min,7.5,18115,"When she falls in love with the author of a novel she adores, bohemian Bitti enlists the help of a local printer to find her new object of affection.",Movie,2017,tt6967980,August,Bareilly Ki Barfi,India,2018-08-21 00:00:00,"Comedies, Dramas, International Movies",Bareilly Ki Barfi,0,110,"Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao, Pankaj Tripathi, Seema Pahwa, Rohit Chaudhury, Swati Semwal",2018,0
1,s754,TV-14,Anurag Basu,144 min,8.1,74062,"Years after rejecting Barfii, a hearing and speech impaired young man, for a more ""appropriate"" suitor, Shruti finds herself falling for him.",Movie,2012,tt2082197,November,Barfi!,India,2018-11-01 00:00:00,"Comedies, Dramas, International Movies",Barfi!,0,144,"Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla, Ashish Vidyarthi, Rupa Ganguly, Bholaraj Sapkota, Jishu Sengupta, Haradhan Bannerjee",2018,0
1,s755,TV-14,Esteban Vidal,91 min,3.5,324,Four friends from a humble technical school compete against the elite students of a prestigious university in a robot-building contest.,Movie,2013,tt3056386,August,Barrio Universitario,Chile,2018-08-19 00:00:00,"Comedies, International Movies",Barrio Universitario,0,91,"Fabrizio Copano, Rodrigo Salinas, Pedro Ruminot, Sergio Freire, Juanita Ringeling, Alessandra Denegri, Luis Dubó, Felipe Avello",2018,0
1,s756,TV-MA,Vikram Gandhi,105 min,5.8,6166,"A young Barack Obama forges his identity while dealing with race, divergent cultures and ordinary life as a New York City college student.",Movie,2016,tt5477566,December,Barry,United States,2016-12-16 00:00:00,Dramas,Barry,0,105,"Devon Terrell, Anya Taylor-Joy, Jason Mitchell, Ashley Judd, Jenna Elfman, Ellar Coltrane, Avi Nash, Linus Roache, John Benjamin Hickey",2016,0
1,s757,TV-PG,Rajkumar Santoshi,166 min,5.4,1124,"A naïve young man and a rich city girl fall in love. Her stepfather, however, doesn't approve of the match and will stop at nothing to split the pair.",Movie,1995,tt0112459,April,Barsaat,India,2018-04-01 00:00:00,"Action & Adventure, International Movies, Music & Musicals",Barsaat,0,166,"Twinkle Khanna, Bobby Deol, Danny Denzongpa, Raj Babbar, Ashwin Kaushal, Mukesh Khanna, Harish Patel",2018,0
1,s759,R,Paul Verhoeven,128 min,7.0,170177,A detective investigating a rock star's brutal murder becomes drawn to the prime suspect — a mysterious novelist whose recent book mirrors the crime.,Movie,1992,tt0103772,October,Basic Instinct,"United States, France",2020-10-01 00:00:00,"Classic Movies, Thrillers",Basic Instinct,0,128,"Michael Douglas, Sharon Stone, George Dzundza, Jeanne Tripplehorn, Denis Arndt, Leilani Sarelle, Bruce A. Young, Chelcie Ross, Dorothy Malone, Wayne Knight, Daniel von Bargen, Stephen Tobolowsky",2020,0
1,s765,R,Sam Liu,77 min,6.4,47797,The Joker makes life hell for the Gordon family in a monstrous attempt to prove to Batman that one bad day can drive a good man to madness.,Movie,2016,tt4853102,October,Batman: The Killing Joke,United States,2020-10-15 00:00:00,Action & Adventure,Batman: The Killing Joke,0,77,"Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise, John DiMaggio, Robin Atkin Downes, Brian George, JP Karliak, Andrew Kishino, Nolan North",2020,0
1,s766,TV-MA,Katarina Launing,98 min,6.0,3461,"After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael.",Movie,2018,tt6854672,December,Battle,"Norway, Denmark, Netherlands, Sweden",2018-12-01 00:00:00,"Dramas, International Movies, Romantic Movies",Battle,0,98,"Lisa Teige, Fabian Svegaard Tapia, Vebjørn Enger, Charlott Madeleine Utzig, Stig R. Amdam, Karen-Lise Mynster",2018,0
1,s768,TV-MA,Mitch Gould,94 min,5.2,1773,"A team of mercenaries working with the CIA accepts an off-the-books mission in Chernobyl, where deadly human-controlled droids prepare an ambush.",Movie,2018,tt2936390,March,Battle Drone,United States,2018-03-01 00:00:00,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",Battle Drone,0,94,"Louis Mandylor, Daniel Southworth, Richard Alan Reid, Oleg Taktarov, Natassia Malthe, Jason Earles, Dominique Swain, Michael Paré",2018,0
1,s771,TV-PG,Hrishikesh Mukherjee,125 min,8.0,3534,A dysfunctional middle-class family is transformed by the attentions of their talented new chef – until he vanishes along with their valuable jewels.,Movie,1972,tt0068257,December,Bawarchi,India,2019-12-31 00:00:00,"Classic Movies, Comedies, Dramas",Bawarchi,0,125,"Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal",2019,0
1,s774,TV-14,Sagar Sarhadi,121 min,7.3,428,"A young man challenges traditional customs by standing up to the father of the woman he loves, who has promised her to a wealthy expatriate.",Movie,1982,tt0246456,December,Bazaar,India,2019-12-31 00:00:00,"Dramas, Independent Movies, International Movies",Bazaar,0,121,"Farooq Shaikh, Smita Patil, Naseeruddin Shah, Bharat Kapoor, Supriya Pathak, Rita Rani Kaul, Malika",2019,0
1,s777,PG,Joshua Caldwell,88 min,5.6,3551,"To escape the stress of fame, teen pop star Jordan goes incognito in a small town, where he forms a special bond with high school art student Emily.",Movie,2016,tt5512872,November,Be Somebody,United States,2019-11-20 00:00:00,"Comedies, Dramas, Romantic Movies",Be Somebody,0,88,"Matthew Espinosa, Sarah Jeffery, Allison Paige, Tava Smiley, Caitlin Keats, LaMonica Garrett, Mahaley Patel, Mason McCulley, Liana Ramirez",2019,0
1,s786,TV-MA,Cary Joji Fukunaga,137 min,7.7,71634,"When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",Movie,2015,tt1365050,October,Beasts of No Nation,United States,2015-10-16 00:00:00,"Dramas, Independent Movies",Beasts of No Nation,0,137,"Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple",2015,0
1,s790,TV-MA,Chris Robinson,110 min,6.4,3913,"On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor.",Movie,2019,tt8530978,June,Beats,United States,2019-06-19 00:00:00,"Dramas, Independent Movies, Music & Musicals",Beats,0,110,"Khalil Everage, Anthony Anderson, Uzo Aduba, Emayatzy Corinealdi, Paul Walter Hauser, Dave East, Seandrea Sledge, Ashley Jackson, Megan Sousa",2019,0
1,s793,TV-14,Wenn V. Deramas,119 min,4.8,270,"Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission.",Movie,2015,tt4842270,February,Beauty and the Bestie,Philippines,2019-02-27 00:00:00,"Action & Adventure, Comedies, International Movies",Beauty and the Bestie,0,119,"Vice Ganda, Coco Martin, James Reid, Nadine Lustre, Karla Estrada, Ryan Bang, Badjie Mortiz, Alonzo Muhlach, Marco Masa, Lassy Marquez, MC Calaquian",2019,0
